,state,account length,area code,international plan,voice mail plan,number vmail messages,total day calls,total day charge,total eve calls,total eve charge,total night calls,total night charge,total intl calls,total intl charge,customer service calls,churn
1152,AL,16,408,0,0,0,89,35.62,85,14.69,102,4.23,4,2.38,1,0
1153,CT,99,408,0,0,0,105,16.22,101,17.61,117,6.12,5,1.51,1,0
1154,CO,76,408,0,1,26,110,36.48,87,17.44,140,6.06,2,2.19,1,0
1155,KS,167,415,0,0,0,120,22.37,96,17.96,97,7.57,4,3.0,4,1
1156,NJ,129,415,0,0,0,117,28.63,129,18.45,100,3.67,7,3.19,1,0
1157,FL,116,408,0,0,0,123,24.89,113,15.01,102,9.57,5,2.11,1,0
1158,CA,60,415,1,0,0,110,31.11,93,17.57,119,9.17,6,3.0,1,0
1159,KS,128,415,0,0,0,122,17.56,123,20.9,95,7.25,7,1.73,0,0
1160,TX,47,408,0,1,28,70,19.07,106,13.16,105,7.5,2,2.86,0,0
1161,MN,40,510,1,0,0,55,29.02,108,15.22,89,12.69,9,2.21,3,0
1162,AK,173,510,0,0,0,78,29.33,91,12.12,63,4.59,2,2.94,0,0
1163,OR,157,510,0,1,30,107,33.03,108,20.67,114,14.5,5,1.92,1,0
1164,MS,66,408,0,1,32,117,31.93,90,11.03,113,5.95,3,3.24,2,0
1165,VT,50,415,1,1,26,94,52.21,78,24.6,109,7.87,3,2.16,0,0
1166,UT,72,415,0,0,0,106,20.09,136,14.21,106,9.64,3,3.29,3,0
1167,KS,130,510,0,0,0,95,26.18,106,17.5,75,10.52,1,3.48,1,0
1168,NV,143,408,0,0,0,101,26.44,89,18.14,61,10.71,11,2.05,1,0
1169,DE,89,510,1,0,0,108,21.35,90,18.11,108,8.18,5,1.46,1,0
1170,IN,108,415,0,0,0,104,33.88,92,19.06,57,6.3,2,4.1,0,0
1171,TX,32,408,0,0,0,88,26.84,132,15.37,102,5.96,3,3.46,1,0
1172,MA,166,415,0,0,0,81,34.58,110,14.25,124,5.94,5,2.48,2,0
1173,VT,109,408,0,0,0,113,37.77,122,18.57,88,11.97,5,2.94,1,0
1174,CA,72,408,0,1,39,98,15.78,115,23.05,83,7.52,7,1.57,1,0
1175,IA,134,415,0,1,32,78,36.86,111,8.69,83,7.83,2,2.32,0,0
1176,NH,13,415,0,0,0,89,32.84,90,16.52,104,8.39,2,2.62,4,0
1177,GA,90,415,0,0,0,108,19.24,63,16.09,124,12.23,4,3.81,3,0
1178,WI,111,415,0,1,36,54,28.25,109,20.3,92,4.9,2,3.02,3,0
1179,CO,101,408,0,1,23,101,44.57,80,13.35,100,5.81,14,1.97,1,0
1180,SC,72,415,0,0,0,92,35.33,110,16.63,124,8.32,4,3.54,0,0
1181,MI,67,510,0,1,35,89,41.72,102,12.6,136,12.33,6,2.03,1,0
1182,MD,172,408,0,0,0,108,48.81,125,15.16,98,6.89,2,3.89,3,1
1183,IN,154,510,0,1,32,82,32.69,134,14.05,74,9.23,1,2.43,2,0
1184,ME,69,510,0,0,0,122,33.01,81,20.58,80,9.71,3,2.62,2,0
1185,DC,123,415,0,0,0,92,35.87,102,18.45,104,9.67,7,2.65,3,0
1186,TN,130,415,0,1,12,92,24.12,102,19.46,101,8.78,5,2.35,0,0
1187,FL,142,415,0,1,26,94,37.49,126,20.36,109,11.44,9,1.59,2,0
1188,WA,29,415,0,0,0,122,26.76,75,12.33,92,12.68,2,2.51,1,0
1189,HI,87,408,0,1,28,106,24.4,147,19.0,69,7.89,5,3.02,0,0
1190,NE,149,415,0,0,0,56,26.52,116,4.76,104,7.35,8,2.4,0,0
1191,TN,146,408,1,0,0,63,27.22,112,17.71,98,7.99,3,2.48,2,0
1192,MD,88,415,1,0,0,98,39.97,79,21.4,76,12.87,2,1.94,4,1
1193,NM,119,415,1,1,15,95,27.2,110,17.81,107,3.7,5,2.35,5,1
1194,VT,48,510,0,0,0,63,32.03,89,14.1,71,9.26,2,3.56,1,0
1195,OR,135,415,0,0,0,97,33.12,118,20.0,126,7.85,3,2.97,1,0
1196,IN,100,510,0,0,0,117,42.13,95,11.05,125,6.04,2,1.86,1,0
1197,MO,98,415,0,0,0,80,37.6,104,18.16,89,13.13,3,3.21,4,0
1198,FL,75,510,0,1,26,86,20.15,118,18.18,99,5.97,3,3.62,2,0
1199,DC,180,415,0,1,33,78,39.41,79,19.8,121,9.31,4,2.05,1,0
1200,VT,100,415,0,1,25,90,36.7,92,21.92,157,8.11,4,3.13,1,0
1201,OH,119,415,0,1,35,92,36.91,134,18.77,93,11.23,5,2.16,2,0
1202,MO,86,415,0,0,0,96,14.2,63,18.79,75,15.74,3,3.4,0,0
1203,LA,155,408,0,1,39,106,31.16,101,17.43,90,11.87,7,1.38,1,0
1204,IL,78,415,1,0,0,141,40.26,101,22.55,77,6.86,2,2.57,1,1
1205,NJ,153,415,0,0,0,90,32.95,121,16.6,108,8.22,3,2.3,1,0
1206,IA,92,510,0,1,25,112,22.78,111,17.51,118,8.13,4,2.62,0,0
1207,WA,13,510,0,1,25,65,30.02,96,14.68,128,4.7,5,3.05,2,0
1208,NE,154,415,0,0,0,93,32.54,119,17.46,121,9.26,3,2.75,3,0
1209,CT,144,510,1,1,35,127,29.72,93,18.67,90,11.51,3,3.46,0,0
1210,WV,48,408,0,0,0,67,46.78,108,15.32,110,7.15,2,2.13,1,0
1211,ND,94,408,0,0,0,85,29.58,114,20.49,94,9.35,1,2.13,1,0
1212,UT,139,415,0,0,0,132,28.05,86,21.22,128,7.66,8,3.4,1,0
1213,MS,126,415,0,0,0,102,38.88,99,14.34,100,10.06,4,3.19,1,0
1214,MN,122,415,0,0,0,88,18.34,109,20.04,119,10.29,3,2.57,2,0
1215,NH,139,510,0,0,0,140,37.62,89,13.41,89,8.66,6,3.05,1,0
1216,LA,95,415,0,0,0,84,23.99,108,17.97,127,4.67,6,1.59,3,0
1217,ME,80,408,0,1,31,92,28.29,74,20.26,84,6.78,4,2.89,4,0
1218,KS,131,415,0,1,28,87,42.43,138,19.31,92,10.8,3,2.05,3,0
1219,KS,36,510,0,0,0,83,30.36,103,18.11,119,8.91,5,2.94,1,0
1220,NV,180,510,0,0,0,96,23.63,64,19.12,118,7.69,5,4.24,2,0
1221,MT,25,415,0,0,0,98,22.83,109,17.2,100,8.82,5,3.4,2,0
1222,MT,113,415,0,0,0,93,36.7,85,20.41,123,7.05,5,1.32,3,0
1223,ID,88,415,0,1,31,91,30.87,120,18.12,104,9.35,4,3.08,1,0
1224,AK,120,415,0,0,0,97,30.33,113,14.31,93,5.42,9,2.51,1,0
1225,UT,74,415,0,0,0,84,18.09,104,11.92,81,4.09,3,3.08,1,0
1226,AR,109,510,0,0,0,101,29.02,82,20.42,112,5.36,4,3.08,2,0
1227,LA,162,510,0,1,33,139,31.37,78,15.57,106,5.73,6,3.32,0,0
1228,KS,124,510,0,1,37,109,27.4,79,17.36,87,10.42,4,2.4,1,0
1229,OR,177,408,0,0,0,77,14.43,109,21.89,66,9.47,5,2.03,2,0
1230,WI,91,510,0,0,0,71,37.04,116,19.56,110,10.44,2,2.86,1,0
1231,CO,105,408,0,0,0,98,46.05,110,19.23,60,8.05,5,2.38,0,1
1232,KS,24,510,0,0,0,91,41.31,77,15.63,109,8.29,6,4.13,0,1
1233,IL,48,510,0,0,0,71,21.79,78,4.09,80,5.23,3,2.4,0,0
1234,IA,86,408,0,0,0,115,21.47,112,14.35,95,6.96,7,2.65,2,0
1235,AZ,163,510,0,0,0,56,30.38,79,18.33,84,6.87,2,2.86,4,0
1236,NE,91,510,0,0,0,109,27.03,142,21.68,73,3.71,4,2.73,0,0
1237,ID,56,510,0,0,0,79,25.65,87,13.75,115,7.55,5,3.16,3,0
1238,OH,147,415,1,1,24,118,37.38,116,17.72,111,15.86,4,2.19,3,0
1239,TX,64,415,0,0,0,116,28.56,94,16.35,98,7.49,3,2.73,2,0
1240,TN,108,510,0,1,34,83,27.56,117,14.6,76,11.69,3,2.59,4,1
1241,OK,159,510,0,0,0,107,33.8,91,16.62,120,9.6,7,4.46,5,0
1242,ND,136,510,1,0,0,90,43.66,104,19.56,82,6.46,10,2.46,3,0
1243,MT,116,415,0,1,35,122,31.08,119,18.08,103,8.72,2,2.97,1,0
1244,NC,45,408,0,1,38,92,33.46,108,21.61,85,11.78,2,2.08,1,0
1245,MN,122,415,0,0,0,120,23.82,128,19.67,127,8.46,5,3.02,2,0
1246,MN,138,415,0,0,0,83,33.03,97,16.14,102,10.45,3,2.43,5,0
1247,MA,132,415,0,0,0,66,19.99,108,18.19,94,10.78,5,2.38,1,0
1248,PA,101,415,1,0,0,108,32.93,98,15.86,100,10.04,8,3.13,0,0
1249,GA,58,510,0,0,0,105,41.33,108,19.67,120,8.14,4,2.11,2,0
1250,NV,81,415,0,0,0,132,24.72,91,10.99,109,8.39,4,1.4,1,0
1251,TX,87,415,0,0,0,105,28.75,102,14.44,106,11.02,10,2.67,3,0
1252,ME,116,510,0,0,0,93,38.98,111,15.68,91,7.57,3,2.38,2,0
1253,RI,85,415,1,0,0,97,33.52,115,17.99,133,9.45,4,2.24,4,0
1254,MN,62,510,0,1,33,84,31.69,136,17.09,103,12.9,3,3.0,2,1
1255,NH,90,415,0,0,0,121,12.94,73,24.68,89,10.66,3,2.92,0,0
1256,TN,98,415,0,0,0,65,27.68,109,15.73,104,9.88,3,1.62,2,0
1257,UT,73,415,0,0,0,115,30.99,97,16.93,113,5.41,5,4.86,1,0
1258,RI,107,510,1,0,0,83,33.05,84,21.06,93,11.04,7,3.02,2,0
1259,NH,55,408,0,1,20,95,32.18,113,10.08,102,11.26,4,3.38,2,0
1260,AK,76,415,0,1,22,107,27.22,136,14.34,102,1.04,4,2.57,3,0
1261,NC,30,510,0,0,0,76,24.65,112,20.46,134,8.87,4,1.92,3,0
1262,AZ,157,415,0,0,0,105,37.52,127,10.14,113,7.43,7,3.11,4,0
1263,MA,40,408,0,1,31,69,38.2,81,11.43,104,5.41,5,2.03,1,1
1264,TN,72,408,0,0,0,79,24.99,103,13.8,80,7.33,4,2.84,1,0
1265,WY,95,415,0,1,39,130,44.34,111,18.14,97,8.8,5,2.73,1,0
1266,IA,42,415,0,0,0,127,26.42,45,13.95,128,7.1,3,2.43,0,0
1267,IN,86,415,0,0,0,112,28.25,81,21.7,97,10.26,7,1.46,1,0
1268,NJ,131,415,0,0,0,115,36.01,102,22.14,96,6.49,7,2.92,0,0
1269,FL,55,510,0,1,45,114,22.19,94,17.71,114,6.37,5,2.97,4,1
1270,MT,74,415,0,0,0,102,27.66,105,24.82,80,8.25,6,2.35,0,0
1271,ND,81,408,1,1,37,76,40.31,125,22.46,120,12.21,3,2.13,1,0
1272,MI,81,408,0,0,0,102,28.25,112,18.5,68,9.91,2,3.56,4,0
1273,MT,28,415,0,0,0,48,20.69,112,10.69,122,11.77,2,2.24,6,1
1274,AL,111,510,0,0,0,62,29.99,124,17.09,138,6.77,2,3.02,0,0
1275,NV,3,510,0,1,27,116,11.46,78,20.74,93,12.65,2,3.08,2,0
1276,MI,51,415,0,0,0,129,39.05,104,28.56,128,8.68,1,2.59,1,1
1277,FL,68,415,0,1,24,118,29.92,116,23.62,71,7.86,7,3.97,1,0
1278,NY,163,408,0,0,0,77,42.11,108,22.91,82,7.53,7,2.59,0,1
1279,KS,87,510,0,0,0,90,19.62,68,22.32,69,11.06,5,3.54,2,0
1280,NC,58,510,0,0,0,95,19.07,108,17.82,78,11.74,1,3.75,0,1
1281,MN,109,408,0,0,0,138,27.64,109,13.09,118,9.44,4,3.11,0,0
1282,RI,111,415,0,0,0,107,39.0,99,18.2,95,13.03,6,2.81,4,0
1283,UT,144,415,0,0,0,96,23.73,93,10.56,75,4.3,4,4.05,2,0
1284,OR,135,415,0,0,0,66,44.85,116,21.36,112,9.0,2,2.27,5,1
1285,SC,109,415,0,1,46,123,36.98,84,19.86,99,7.38,3,2.43,4,0
1286,IL,107,415,0,1,14,132,19.43,91,16.98,74,8.76,8,2.03,1,0
1287,OH,149,408,0,0,0,108,33.37,96,11.63,87,6.96,3,2.08,2,0
1288,MA,56,510,0,0,0,95,43.04,116,15.98,133,6.39,4,1.19,1,0
1289,OR,129,408,0,0,0,99,16.66,62,20.46,123,11.47,4,2.84,0,0
1290,CA,92,408,0,0,0,118,42.4,95,17.98,116,7.61,3,2.46,0,0
1291,WV,67,415,0,1,30,107,22.03,104,19.81,93,13.37,5,3.92,1,0
1292,VT,120,415,0,0,0,106,37.62,98,22.75,80,5.02,7,2.51,0,0
1293,ID,166,415,0,0,0,106,37.52,118,15.11,102,9.27,9,3.35,1,0
1294,OR,66,408,0,0,0,76,14.89,111,22.27,125,8.31,5,2.48,1,0
1295,GA,76,408,0,0,0,61,34.61,127,13.74,97,7.92,3,2.27,0,0
1296,ME,79,415,0,0,0,110,36.31,121,19.97,157,10.33,3,2.38,2,0
1297,HI,98,415,0,1,31,112,30.87,100,18.76,121,10.63,4,3.48,2,0
1298,AZ,141,510,0,1,22,123,36.62,98,27.94,89,7.22,6,2.11,1,0
1299,UT,49,415,0,0,0,90,45.27,117,17.66,98,9.23,2,3.78,2,1
1300,IA,46,510,0,0,0,111,33.86,83,14.88,84,9.48,2,2.75,3,0
1301,CT,137,415,0,0,0,130,19.55,83,11.71,61,10.08,4,1.97,3,0
1302,WA,171,408,0,0,0,69,45.99,112,19.55,111,6.12,5,2.59,1,1
1303,VA,10,415,0,0,0,127,37.77,125,13.01,80,10.23,4,3.48,1,0
1304,CO,88,510,0,0,0,78,10.52,114,22.32,110,9.56,2,2.38,3,0
1305,LA,89,415,0,0,0,92,23.99,126,21.17,73,6.12,2,2.92,2,0
1306,TX,82,415,0,0,0,81,32.16,117,15.67,83,11.51,5,2.86,3,1
1307,SD,139,510,0,0,0,135,33.32,146,15.81,92,6.89,1,2.65,3,0
1308,VA,87,415,0,0,0,119,29.17,107,17.43,114,7.68,4,3.73,0,0
1309,NY,137,415,1,0,0,123,29.58,115,13.71,98,11.73,3,3.08,2,0
1310,WA,45,510,0,0,0,106,13.36,110,15.92,111,8.29,5,2.0,1,1
1311,WI,90,415,0,0,0,92,34.15,91,13.97,98,11.21,7,2.4,1,0
1312,TN,103,415,0,0,0,123,24.02,87,21.56,96,9.71,2,1.73,1,0
1313,CT,100,415,0,0,0,130,40.09,69,14.96,122,2.86,1,1.97,2,0
1314,WA,110,510,0,0,0,100,31.47,88,14.03,104,5.02,4,1.7,3,0
1315,NH,124,415,0,0,0,113,43.23,104,6.71,69,6.89,2,3.19,2,0
1316,MT,10,510,0,0,0,103,31.11,77,18.26,73,9.29,6,2.35,2,0
1317,NE,89,415,0,1,29,80,27.8,136,23.36,147,17.19,5,2.03,2,0
1318,WA,121,408,0,0,0,98,35.34,96,17.89,114,4.93,2,2.08,2,0
1319,WI,101,415,0,0,0,102,42.26,93,14.87,86,9.32,3,1.65,3,0
1320,AR,103,415,0,1,31,105,31.52,126,16.8,110,6.62,4,3.92,2,0
1321,WI,51,408,0,0,0,60,33.63,64,18.79,134,7.59,5,2.4,1,0
1322,DE,2,415,1,0,0,42,22.46,88,11.81,119,8.67,1,2.46,2,1
1323,NH,111,510,0,0,0,117,33.51,128,19.36,101,9.63,11,2.51,0,0
1324,VA,118,415,0,0,0,112,26.28,105,15.66,102,9.78,5,3.4,2,0
1325,TN,17,510,0,1,31,115,26.03,59,15.8,102,10.09,1,2.7,6,1
1326,VA,130,408,0,0,0,119,35.9,120,19.64,80,9.94,9,1.7,2,0
1327,ID,193,415,0,0,0,92,16.46,103,12.12,115,9.45,5,2.94,2,1
1328,TN,114,510,0,0,0,145,29.24,101,23.49,100,8.72,9,2.73,1,0
1329,AZ,137,415,0,0,0,91,23.99,100,12.51,75,11.46,7,2.16,2,0
1330,MT,185,408,0,1,29,121,25.69,88,20.8,91,6.95,2,3.73,2,0
1331,OK,101,408,0,0,0,107,35.63,96,19.45,85,7.76,2,2.05,3,0
1332,ID,95,415,0,1,32,109,41.99,91,10.68,90,10.19,4,2.84,3,0
1333,NV,7,408,0,1,30,114,37.64,116,14.09,105,11.12,12,2.92,1,0
1334,KS,126,408,0,0,0,99,54.62,93,14.27,106,8.71,4,2.16,1,1
1335,WY,71,415,0,0,0,124,41.43,90,5.1,129,8.5,2,3.05,0,0
1336,MS,124,415,0,0,0,85,42.76,98,18.21,71,8.37,6,3.0,3,0
1337,WY,97,510,1,0,0,107,40.27,105,13.4,120,10.85,2,1.97,0,1
1338,TX,28,415,0,0,0,79,27.15,131,18.42,116,9.3,3,2.51,2,0
1339,WA,90,415,1,0,0,96,25.19,111,18.73,97,6.04,1,2.48,4,1
1340,HI,190,408,0,0,0,86,25.65,129,22.83,73,8.1,1,3.97,1,0
1341,IL,31,415,0,1,28,101,35.79,86,21.29,125,10.87,2,3.11,1,0
1342,AK,52,415,0,1,24,71,29.05,80,17.12,124,7.15,5,1.11,2,0
1343,MD,73,510,0,0,0,80,43.3,79,7.67,60,6.9,8,2.86,0,0
1344,MA,111,415,0,0,0,89,48.35,113,13.35,91,10.93,8,2.27,0,1
1345,SD,98,415,0,0,0,0,0.0,130,13.57,88,7.52,1,1.84,4,1
1346,PA,106,408,1,0,0,45,22.73,107,15.96,89,8.19,2,2.89,1,1
1347,NC,111,408,0,0,0,117,38.23,127,16.31,97,10.35,3,2.78,0,0
1348,VT,59,408,0,0,0,98,25.81,92,17.84,86,12.01,5,3.21,1,0
1349,KY,71,510,0,1,22,107,24.04,105,13.86,99,9.9,3,1.51,2,0
1350,WA,55,408,0,0,0,124,48.57,106,19.63,140,10.38,7,4.0,0,1
1351,LA,13,415,0,0,0,121,9.93,64,22.29,115,7.15,5,3.21,1,0
1352,WA,136,415,0,1,16,105,15.37,109,17.11,115,10.22,4,3.54,0,0
1353,ME,123,408,0,0,0,91,19.45,123,18.41,102,11.28,3,2.97,0,0
1354,WI,105,408,0,0,0,103,25.11,78,18.93,102,7.36,3,3.46,2,0
1355,TX,50,408,0,1,31,93,51.46,119,20.44,103,8.73,14,3.67,3,0
1356,IA,118,415,0,0,0,120,23.14,103,17.36,90,10.27,4,3.05,1,0
1357,AZ,97,408,0,0,0,84,28.85,86,14.1,83,8.64,6,3.46,3,0
1358,ND,51,510,0,0,0,89,38.62,106,16.52,126,10.95,2,4.02,0,0
1359,VT,73,415,0,0,0,91,37.03,97,18.75,89,12.48,6,2.78,1,1
1360,HI,35,415,0,0,0,102,21.11,115,10.53,100,6.11,8,3.54,2,0
1361,WY,64,415,0,0,0,76,35.05,76,19.75,96,11.32,2,3.67,1,0
1362,WV,63,510,0,0,0,122,22.59,62,5.7,121,7.22,2,2.67,3,0
1363,OK,117,415,0,1,31,115,17.83,125,20.2,104,11.85,6,2.08,3,0
1364,CT,115,415,0,0,0,97,41.65,75,21.31,124,12.16,8,3.7,1,1
1365,UT,162,408,0,0,0,118,31.37,95,19.04,82,8.12,3,3.13,1,0
1366,NY,89,415,0,0,0,66,15.22,104,15.24,116,10.13,1,3.32,3,0
1367,VA,94,415,1,0,0,131,40.05,107,16.56,93,7.68,4,2.32,1,0
1368,VT,129,408,0,0,0,127,31.62,96,22.3,63,4.45,6,3.11,4,0
1369,SD,86,415,0,0,0,75,38.06,109,13.23,143,6.76,9,1.97,1,0
1370,PA,96,510,0,0,0,125,30.52,139,13.8,133,11.9,2,1.78,1,0
1371,ND,190,415,0,0,0,102,28.8,113,21.55,93,8.87,5,2.4,1,0
1372,CT,80,408,0,0,0,90,20.08,77,12.27,86,10.13,6,2.21,1,0
1373,SC,108,415,0,0,0,105,19.04,110,16.46,93,9.4,4,1.11,4,1
1374,MI,97,408,0,1,32,129,28.63,97,19.2,95,8.63,7,2.3,0,0
1375,VT,84,415,0,1,42,112,36.43,107,16.0,117,15.01,10,3.05,0,0
1376,OH,65,415,0,0,0,139,41.77,113,20.56,117,12.84,5,1.13,4,1
1377,VT,131,415,0,1,34,134,26.62,95,6.04,120,11.78,10,3.62,1,0
1378,IL,58,415,1,1,43,96,24.28,100,23.15,105,8.7,4,2.4,1,0
1379,MO,36,415,0,0,0,115,34.41,115,19.61,127,9.09,2,2.75,3,0
1380,WI,54,415,0,0,0,119,19.86,123,10.46,101,9.79,2,3.24,1,0
1381,NJ,45,510,0,0,0,110,26.47,103,22.13,98,8.65,1,2.97,1,0
1382,GA,125,415,0,1,39,107,40.14,110,24.58,107,7.89,4,2.46,2,0
1383,VT,72,415,0,1,21,113,23.48,83,22.11,118,6.09,2,2.21,2,0
1384,CT,141,408,0,0,0,108,8.82,83,13.77,115,10.06,3,2.73,3,0
1385,AZ,113,510,0,0,0,116,13.82,124,18.75,113,10.61,3,2.4,0,0
1386,SD,20,415,0,1,35,98,29.16,127,13.01,125,7.45,3,1.92,0,0
1387,CT,212,415,0,0,0,96,21.42,80,12.27,102,13.63,3,2.05,1,0
1388,IN,99,415,1,0,0,127,33.52,92,13.26,99,9.18,6,2.67,4,0
1389,OH,94,510,0,0,0,62,33.0,54,19.31,115,8.57,4,4.13,1,0
1390,NY,40,510,0,0,0,105,19.67,113,10.86,91,4.84,6,2.51,1,0
1391,NE,86,510,0,1,29,118,26.72,136,16.69,109,10.2,5,2.27,3,0
1392,OK,101,415,0,0,0,85,45.85,86,17.65,107,9.64,15,1.22,3,1
1393,NC,170,415,0,0,0,107,41.89,124,19.39,95,7.49,8,2.46,0,0
1394,HI,105,510,0,0,0,121,38.66,89,22.82,82,6.45,4,3.51,1,0
1395,UT,103,415,0,0,0,110,32.27,83,9.82,103,8.61,4,3.29,0,0
1396,MD,140,415,1,1,27,124,32.11,102,13.68,100,8.9,5,3.11,4,0
1397,VT,101,510,0,0,0,0,0.0,119,16.33,95,7.6,4,1.94,1,0
1398,TX,98,408,0,1,19,87,18.79,97,19.36,84,10.96,4,2.97,1,0
1399,AZ,104,408,0,0,0,116,28.49,112,18.63,94,9.72,2,3.16,4,0
1400,VA,115,415,0,0,0,90,22.44,75,16.79,114,7.91,0,0.0,3,0
1401,WI,112,408,0,0,0,88,28.53,81,21.07,108,6.98,4,3.21,0,0
1402,NE,70,415,0,0,0,86,36.28,77,17.4,101,11.55,4,1.54,1,0
1403,KY,126,510,0,0,0,120,29.82,71,8.36,93,9.09,1,2.86,0,0
1404,NV,87,510,0,1,39,113,14.04,63,19.07,88,7.36,1,2.57,3,0
1405,MT,125,510,0,0,0,80,24.34,94,7.49,135,10.49,7,2.38,4,1
1406,MO,86,415,0,0,0,139,21.34,93,22.93,110,10.61,8,2.4,1,0
1407,MS,73,415,0,1,31,105,13.99,91,21.77,98,10.33,2,3.19,6,1
1408,NM,232,408,0,0,0,104,28.15,115,16.65,77,5.32,3,3.19,1,0
1409,NJ,1,415,0,1,30,95,31.13,110,19.77,110,11.17,2,2.27,0,0
1410,NH,133,408,0,0,0,91,27.56,94,18.03,78,11.72,5,3.29,1,0
1411,NC,103,510,0,0,0,84,28.32,91,16.35,115,7.56,6,2.08,1,0
1412,MT,131,415,0,1,24,60,23.1,78,19.82,121,9.48,4,2.54,1,0
1413,SD,95,408,0,1,20,78,28.17,94,18.33,91,10.95,6,2.65,0,0
1414,VA,182,415,0,0,0,90,29.94,106,14.87,134,10.56,4,2.62,1,0
1415,LA,99,510,0,0,0,89,24.19,95,17.38,114,9.14,1,2.46,0,0
1416,NV,27,510,0,0,0,121,30.19,92,25.23,106,8.68,3,2.05,3,0
1417,AK,141,408,0,0,0,74,14.14,104,16.2,79,6.77,7,2.89,1,0
1418,OH,29,415,1,1,37,101,39.95,79,15.58,106,6.29,7,1.54,2,0
1419,NM,65,415,0,0,0,95,17.97,100,12.05,105,8.12,12,1.78,2,0
1420,MI,81,415,1,0,0,68,25.4,98,14.61,97,9.65,3,4.83,3,1
1421,MN,37,415,0,1,20,81,45.0,110,18.4,102,9.48,7,2.81,0,0
1422,WY,107,510,0,1,31,45,27.25,70,18.83,109,11.77,1,1.51,1,0
1423,WY,127,415,1,1,28,117,16.3,131,13.56,132,6.88,3,2.81,1,0
1424,WA,78,408,0,0,0,77,23.92,114,16.59,107,11.38,5,3.16,0,0
1425,NM,55,510,0,0,0,148,20.35,96,19.7,113,10.0,2,1.24,2,0
1426,VA,86,415,0,1,30,84,16.98,125,22.4,90,11.46,7,2.65,2,0
1427,RI,176,415,0,0,0,108,42.65,100,14.57,85,6.69,6,2.59,2,0
1428,AL,96,415,1,0,0,117,34.1,120,24.61,95,4.42,5,3.02,2,0
1429,WV,11,510,0,1,38,130,35.67,84,16.71,79,10.49,7,1.89,1,0
1430,WV,48,415,0,1,34,70,33.66,121,23.26,71,9.81,4,2.05,1,0
1431,NJ,127,510,0,0,0,107,40.77,121,10.96,110,11.25,5,3.05,1,0
1432,TN,63,415,0,0,0,75,27.97,118,12.57,97,11.37,2,3.02,0,0
1433,MI,79,510,0,0,0,107,37.55,97,16.34,74,7.25,2,3.29,1,0
1434,UT,47,408,0,1,37,150,19.18,97,20.73,112,8.04,6,3.56,2,0
1435,IL,89,415,1,1,19,114,19.14,132,22.24,116,5.56,2,3.0,0,1
1436,MI,83,510,0,1,26,117,38.49,97,19.95,82,6.01,7,2.92,1,0
1437,WI,126,415,1,1,34,118,41.63,105,18.67,136,9.49,6,2.62,4,0
1438,ND,60,510,0,0,0,99,34.54,131,20.04,112,10.12,6,4.08,2,0
1439,VT,122,415,0,0,0,115,23.24,137,20.66,110,8.5,4,2.32,0,0
1440,WA,136,408,0,0,0,97,25.94,85,17.76,99,5.36,10,1.35,1,0
1441,NC,172,408,0,1,47,102,46.73,118,15.86,123,11.03,2,2.38,1,0
1442,ME,102,510,0,0,0,116,33.27,87,17.77,73,9.05,3,2.24,1,1
1443,SD,113,415,1,0,0,82,34.73,115,16.05,97,6.27,7,2.48,1,0
1444,WV,79,415,0,0,0,99,37.79,82,12.43,82,12.4,4,2.4,3,0
1445,ID,55,510,0,1,8,104,37.83,94,14.58,114,16.99,2,2.62,1,0
1446,LA,111,415,0,1,28,104,21.9,52,13.37,76,6.63,2,2.78,2,0
1447,GA,160,415,0,0,0,105,29.63,107,14.56,131,9.94,2,2.24,0,0
1448,FL,110,415,0,0,0,110,41.23,140,13.8,86,8.28,3,2.11,4,0
1449,CO,192,415,0,0,0,101,37.67,50,24.24,83,7.53,6,3.43,4,0
1450,NV,93,408,0,0,0,100,19.43,103,18.79,88,5.68,9,2.94,0,0
1451,IN,101,415,0,1,33,137,37.35,94,15.88,113,8.3,2,2.57,2,0
1452,VA,77,510,0,0,0,136,24.63,115,12.86,73,11.36,3,3.32,2,0
1453,UT,105,415,0,1,40,111,40.21,110,9.95,115,9.95,3,2.19,2,0
1454,UT,133,408,0,1,44,80,29.58,113,17.8,87,10.08,7,3.81,2,1
1455,MO,131,408,0,0,0,95,18.62,48,28.23,108,11.64,7,1.78,1,0
1456,CT,106,510,0,1,33,120,13.87,85,20.03,113,6.79,4,2.67,1,0
1457,HI,118,415,0,0,0,113,22.68,92,10.29,129,11.46,4,1.59,1,0
1458,MD,125,408,0,0,0,94,23.31,83,17.83,114,10.73,4,2.32,1,0
1459,VA,95,415,0,0,0,88,33.49,68,16.18,104,9.54,8,4.35,0,0
1460,MT,80,415,0,0,0,160,33.68,87,13.32,76,8.19,3,2.51,3,0
1461,SC,145,408,0,0,0,78,6.72,106,22.47,90,8.36,6,2.7,0,0
1462,CO,37,408,0,0,0,107,33.92,110,17.64,123,3.78,4,2.19,2,0
1463,ID,87,415,0,0,0,93,26.66,68,18.34,77,10.05,6,2.05,1,0
1464,AL,69,415,0,0,0,85,31.18,100,20.2,94,10.26,5,2.43,3,0
1465,CO,83,510,0,0,0,120,22.51,101,10.34,84,8.9,2,2.32,1,0
1466,UT,195,415,0,0,0,108,10.74,88,18.72,99,8.28,3,1.38,0,0
1467,DE,67,415,1,1,35,59,30.79,116,18.35,106,9.73,4,4.56,0,1
